State,Hospital Name,0,1,2,Average1,Average2,Difference1,Difference2
AK,ALASKA NATIVE MEDICAL CENTER,0,14.141484,6.3116786,13.94080259,6.270444386,0.200681409,0.041234214
AK,ALASKA REGIONAL HOSPITAL,0,13.921565,5.33222305,13.94080259,6.270444386,-0.019237591,-0.938221336
AK,BARTLETT REGIONAL HOSPITAL,0,15.128675,6.18869405,13.94080259,6.270444386,1.187872409,-0.081750336
AK,CENTRAL PENINSULA GENERAL HOSPITAL,0,14.665763,6.72806015,13.94080259,6.270444386,0.724960409,0.457615764
AK,CORDOVA COMMUNITY MEDICAL CENTER,0,13.748739,6.29475,13.94080259,6.270444386,-0.192063591,0.024305614
AK,FAIRBANKS MEMORIAL HOSPITAL,0,14.238244,6.352276,13.94080259,6.270444386,0.297441409,0.081831614
AK,KANAKANAK HOSPITAL,0,13.748739,6.29475,13.94080259,6.270444386,-0.192063591,0.024305614
AK,MANIILAQ HEALTH CENTER,0,13.748739,6.29475,13.94080259,6.270444386,-0.192063591,0.024305614
AK,MAT-SU REGIONAL MEDICAL CENTER,0,14.651851,6.593167,13.94080259,6.270444386,0.711048409,0.322722614
AK,MT EDGECUMBE HOSPITAL,0,13.748739,6.29475,13.94080259,6.270444386,-0.192063591,0.024305614
AK,NORTON SOUND REGIONAL HOSPITAL,0,13.398436,6.29475,13.94080259,6.270444386,-0.542366591,0.024305614
AK,PEACEHEALTH KETCHIKAN MEDICAL CENTER,0,13.716298,6.29475,13.94080259,6.270444386,-0.224504591,0.024305614
AK,PETERSBURG MEDICAL CENTER,0,13.748739,6.29475,13.94080259,6.270444386,-0.192063591,0.024305614
AK,PROVIDENCE ALASKA MEDICAL CENTER,0,14.450674,6.02242765,13.94080259,6.270444386,0.509871409,-0.248016736
AK,PROVIDENCE KODIAK ISLAND MEDICAL CTR,0,14.154353,6.29475,13.94080259,6.270444386,0.213550409,0.024305614
AK,PROVIDENCE SEWARD HOSPITAL,0,13.748739,6.29475,13.94080259,6.270444386,-0.192063591,0.024305614
AK,PROVIDENCE VALDEZ MEDICAL CENTER,0,13.748739,6.29475,13.94080259,6.270444386,-0.192063591,0.024305614
AK,SAMUEL SIMMONDS MEMORIAL HOSPITAL,0,13.748739,6.29475,13.94080259,6.270444386,-0.192063591,0.024305614
AK,SITKA COMMUNITY HOSPITAL,0,13.748739,6.29475,13.94080259,6.270444386,-0.192063591,0.024305614
AK,SOUTH PENINSULA HOSPITAL,0,13.364648,6.29475,13.94080259,6.270444386,-0.576154591,0.024305614
AK,WRANGELL MEDICAL CENTER,0,13.748739,6.29475,13.94080259,6.270444386,-0.192063591,0.024305614
AK,YUKON KUSKOKWIM DELTA REG HOSPITAL,0,13.378276,6.29475,13.94080259,6.270444386,-0.562526591,0.024305614
AL,ANDALUSIA REGIONAL HOSPITAL,0,12.537463,6.10449315,14.07270076,6.466826507,-1.535237758,-0.362333357
AL,ATHENS LIMESTONE HOSPITAL,0,13.99555,6.4033305,14.07270076,6.466826507,-0.077150758,-0.063496007
AL,ATMORE COMMUNITY HOSPITAL,0,13.284917,6.23191135,14.07270076,6.466826507,-0.787783758,-0.234915157
AL,BAPTIST MEDICAL CENTER EAST,0,12.156852,5.8955218,14.07270076,6.466826507,-1.915848758,-0.571304707
AL,BAPTIST MEDICAL CENTER SOUTH,0,13.924011,7.0841806,14.07270076,6.466826507,-0.148689758,0.617354093
AL,BIBB MEDICAL CENTER,0,14.379472,6.29475,14.07270076,6.466826507,0.306771242,-0.172076507
AL,BROOKWOOD BAPTIST MEDICAL CENTER,0,13.800948,6.48725,14.07270076,6.466826507,-0.271752758,0.020423493
AL,BRYAN W. WHITFIELD MEMORIAL HOSPITAL,0,13.577862,6.2556823,14.07270076,6.466826507,-0.494838758,-0.211144207
AL,BULLOCK COUNTY HOSPITAL,0,13.900549,6.29475,14.07270076,6.466826507,-0.172151758,-0.172076507
AL,CALLAHAN EYE HOSPITAL,0,13.748739,6.23555205,14.07270076,6.466826507,-0.323961758,-0.231274457
AL,CHEROKEE MEDICAL CENTER,0,14.451511,6.29475,14.07270076,6.466826507,0.378810242,-0.172076507
AL,CHILDREN'S HOSPITAL OF ALABAMA,0,13.748739,6.29475,14.07270076,6.466826507,-0.323961758,-0.172076507
AL,CHOCTAW GENERAL HOSPITAL,0,13.80405,6.29475,14.07270076,6.466826507,-0.268650758,-0.172076507
AL,CITIZENS BAPTIST MEDICAL CENTER,0,14.506293,6.16875,14.07270076,6.466826507,0.433592242,-0.298076507
AL,CLAY COUNTY HOSPITAL,0,14.562628,6.29475,14.07270076,6.466826507,0.489927242,-0.172076507
AL,COMMUNITY HOSPITAL INC,0,12.650839,6.259449,14.07270076,6.466826507,-1.421861758,-0.207377507
AL,COOSA VALLEY MEDICAL CENTER,0,14.692761,6.5336292,14.07270076,6.466826507,0.620060242,0.066802693
AL,CRENSHAW COMMUNITY HOSPITAL,0,13.842955,6.29475,14.07270076,6.466826507,-0.229745758,-0.172076507
AL,CRESTWOOD MEDICAL CENTER,0,14.085775,6.3034806,14.07270076,6.466826507,0.013074242,-0.163345907
AL,CULLMAN REGIONAL MEDICAL CENTER,0,15.534957,5.6950188,14.07270076,6.466826507,1.462256242,-0.771807707
AL,D C H REGIONAL MEDICAL CENTER,0,14.627606,6.99453905,14.07270076,6.466826507,0.554905242,0.527712543
AL,D W MCMILLAN MEMORIAL HOSPITAL,0,15.80863,6.21996585,14.07270076,6.466826507,1.735929242,-0.246860657
AL,DALE MEDICAL CENTER,0,13.522765,6.43208405,14.07270076,6.466826507,-0.549935758,-0.034742457
AL,DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,0,14.724871,7.1995,14.07270076,6.466826507,0.652170242,0.732673493
AL,DEKALB REGIONAL MEDICAL CENTER,0,16.804018,6.14587785,14.07270076,6.466826507,2.731317242,-0.320948657
AL,EAST ALABAMA MEDICAL CENTER,0,14.867878,7.72125,14.07270076,6.466826507,0.795177242,1.254423493
AL,ELIZA COFFEE MEMORIAL HOSPITAL,0,16.2774,7.82810225,14.07270076,6.466826507,2.204699242,1.361275743
AL,ELMORE COMMUNITY HOSPITAL,0,13.472357,6.29475,14.07270076,6.466826507,-0.600343758,-0.172076507
AL,EVERGREEN MEDICAL CENTER,0,13.345706,6.29475,14.07270076,6.466826507,-0.726994758,-0.172076507
AL,FAYETTE MEDICAL CENTER,0,13.727102,6.24434755,14.07270076,6.466826507,-0.345598758,-0.222478957
AL,FLOWERS HOSPITAL,0,15.050003,6.3985854,14.07270076,6.466826507,0.977302242,-0.068241107
AL,GADSDEN REGIONAL MEDICAL CENTER,0,14.104735,6.0175999,14.07270076,6.466826507,0.032034242,-0.449226607
AL,GEORGIANA MEDICAL CENTER,0,13.702887,6.29475,14.07270076,6.466826507,-0.369813758,-0.172076507
AL,GRANDVIEW MEDICAL CENTER,0,15.064361,7.7829121,14.07270076,6.466826507,0.991660242,1.316085593
AL,GREENE COUNTY HOSPITAL,0,13.786267,6.29475,14.07270076,6.466826507,-0.286433758,-0.172076507
AL,GROVE HILL MEMORIAL HOSPITAL,0,13.831638,6.29475,14.07270076,6.466826507,-0.241062758,-0.172076507
AL,HALE COUNTY HOSPITAL,0,13.64632,6.29475,14.07270076,6.466826507,-0.426380758,-0.172076507
AL,HELEN KELLER MEMORIAL HOSPITAL,0,14.693954,6.12325,14.07270076,6.466826507,0.621253242,-0.343576507
AL,HIGHLANDS MEDICAL CENTER,0,13.701341,6.139756,14.07270076,6.466826507,-0.371359758,-0.327070507
AL,HILL HOSPITAL OF SUMTER COUNTY,0,13.748739,6.29475,14.07270076,6.466826507,-0.323961758,-0.172076507
AL,HUNTSVILLE HOSPITAL,0,14.603337,6.409572,14.07270076,6.466826507,0.530636242,-0.057254507
AL,J PAUL JONES HOSPITAL,0,13.951546,6.29475,14.07270076,6.466826507,-0.121154758,-0.172076507
AL,JACK HUGHSTON MEMORIAL HOSPITAL,0,13.748739,6.29571635,14.07270076,6.466826507,-0.323961758,-0.171110157
AL,JACKSON HOSPITAL & CLINIC INC,0,14.229477,6.9088429,14.07270076,6.466826507,0.156776242,0.442016393
AL,JACKSON MEDICAL CENTER,0,14.309921,6.29475,14.07270076,6.466826507,0.237220242,-0.172076507
AL,L V STABLER MEMORIAL HOSPITAL,0,13.372543,6.2108998,14.07270076,6.466826507,-0.700157758,-0.255926707
AL,LAKE MARTIN COMMUNITY HOSPITAL,0,13.450941,6.29475,14.07270076,6.466826507,-0.621759758,-0.172076507
AL,LAKELAND COMMUNITY HOSPITAL,0,13.204675,6.29475,14.07270076,6.466826507,-0.868025758,-0.172076507
AL,LAWRENCE MEDICAL CENTER,0,13.579038,6.29475,14.07270076,6.466826507,-0.493662758,-0.172076507
AL,MARION REGIONAL MEDICAL CENTER,0,13.109481,6.29475,14.07270076,6.466826507,-0.963219758,-0.172076507
AL,MARSHALL MEDICAL CENTER SOUTH,0,15.736966,7.35625,14.07270076,6.466826507,1.664265242,0.889423493
AL,MEDICAL CENTER BARBOUR,0,13.189471,6.2532008,14.07270076,6.466826507,-0.883229758,-0.213625707
AL,MEDICAL CENTER ENTERPRISE,0,15.244905,6.0668055,14.07270076,6.466826507,1.172204242,-0.400021007
AL,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",0,12.971073,6.76967095,14.07270076,6.466826507,-1.101627758,0.302844443
AL,MIZELL MEMORIAL HOSPITAL,0,15.823215,6.2049778,14.07270076,6.466826507,1.750514242,-0.261848707
AL,MOBILE INFIRMARY MEDICAL CENTER,0,13.893098,8.3968301,14.07270076,6.466826507,-0.179602758,1.930003593
AL,MONROE COUNTY HOSPITAL,0,14.582012,6.29475,14.07270076,6.466826507,0.509311242,-0.172076507
AL,NORTH ALABAMA SPECIALITY HOSPITAL,0,13.748739,6.29475,14.07270076,6.466826507,-0.323961758,-0.172076507
AL,NORTH BALDWIN INFIRMARY,0,14.463748,6.45758925,14.07270076,6.466826507,0.391047242,-0.009237257
AL,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,0,13.740563,7.8539826,14.07270076,6.466826507,-0.332137758,1.387156093
AL,NORTHWEST MEDICAL CENTER,0,14.672612,6.23813925,14.07270076,6.466826507,0.599911242,-0.228687257
AL,PICKENS COUNTY MEDICAL CENTER,0,14.547249,6.29475,14.07270076,6.466826507,0.474548242,-0.172076507
AL,PRATTVILLE BAPTIST HOSPITAL,0,13.557031,6.2003347,14.07270076,6.466826507,-0.515669758,-0.266491807
AL,PRINCETON BAPTIST MEDICAL CENTER,0,15.586064,6.96775,14.07270076,6.466826507,1.513363242,0.500923493
AL,PROVIDENCE HOSPITAL,0,16.442495,7.8397634,14.07270076,6.466826507,2.369794242,1.372936893
AL,RED BAY HOSPITAL,0,13.767176,6.29475,14.07270076,6.466826507,-0.305524758,-0.172076507
AL,RIVERVIEW REGIONAL MEDICAL CENTER,0,12.584325,5.9958278,14.07270076,6.466826507,-1.488375758,-0.470998707
AL,RMC JACKSONVILLE,0,14.163947,6.29475,14.07270076,6.466826507,0.091246242,-0.172076507
AL,RUSSELL HOSPITAL,0,14.805897,6.0030572,14.07270076,6.466826507,0.733196242,-0.463769307
AL,RUSSELLVILLE HOSPITAL,0,14.681772,6.16846055,14.07270076,6.466826507,0.609071242,-0.298365957
AL,SHELBY BAPTIST MEDICAL CENTER,0,15.166171,6.3267384,14.07270076,6.466826507,1.093470242,-0.140088107
AL,SHOALS HOSPITAL,0,14.126046,6.37769755,14.07270076,6.466826507,0.053345242,-0.089128957
AL,SOUTH BALDWIN REGIONAL MEDICAL CENTER,0,13.607866,6.2386541,14.07270076,6.466826507,-0.464834758,-0.228172407
AL,SOUTHEAST ALABAMA MEDICAL CENTER,0,14.107583,6.84290805,14.07270076,6.466826507,0.034882242,0.376081543
AL,SPRINGHILL MEMORIAL HOSPITAL,0,13.885036,6.94825,14.07270076,6.466826507,-0.187664758,0.481423493
AL,ST VINCENT'S BIRMINGHAM,0,13.254404,8.1289994,14.07270076,6.466826507,-0.818296758,1.662172893
AL,ST VINCENTS BLOUNT,0,13.5707,6.29475,14.07270076,6.466826507,-0.502000758,-0.172076507
AL,ST VINCENT'S CHILTON,0,13.748739,6.29475,14.07270076,6.466826507,-0.323961758,-0.172076507
AL,ST VINCENT'S EAST,0,12.84987,7.26175,14.07270076,6.466826507,-1.222830758,0.794923493
AL,ST VINCENT'S ST CLAIR,0,12.983256,6.2488622,14.07270076,6.466826507,-1.089444758,-0.217964307
AL,STRINGFELLOW MEMORIAL HOSPITAL,0,12.964374,6.2685189,14.07270076,6.466826507,-1.108326758,-0.198307607
AL,THOMAS HOSPITAL,0,13.1818,6.66531115,14.07270076,6.466826507,-0.890900758,0.198484643
AL,TROY REGIONAL MEDICAL CENTER,0,14.209437,6.18716595,14.07270076,6.466826507,0.136736242,-0.279660557
AL,UNIVERSITY OF ALABAMA HOSPITAL,0,13.007149,6.11169735,14.07270076,6.466826507,-1.065551758,-0.355129157
AL,UNIVERSITY OF S A CHILDREN'S AND WOMEN'S HOS,0,13.748739,6.29475,14.07270076,6.466826507,-0.323961758,-0.172076507
AL,UNIVERSITY OF SOUTH ALABAMA MEDICAL CENTER,0,15.328849,6.4552416,14.07270076,6.466826507,1.256148242,-0.011584907
AL,VAUGHAN REGIONAL MEDICAL CENTER PARKWAY CAMPUS,0,13.810871,6.0261376,14.07270076,6.466826507,-0.261829758,-0.440688907
AL,WALKER BAPTIST MEDICAL CENTER,0,14.050945,5.7931314,14.07270076,6.466826507,-0.021755758,-0.673695107
AL,WASHINGTON COUNTY HOSPITAL,0,13.748739,6.29475,14.07270076,6.466826507,-0.323961758,-0.172076507
AL,WEDOWEE HOSPITAL,0,13.639667,6.29475,14.07270076,6.466826507,-0.433033758,-0.172076507
AL,WIREGRASS MEDICAL CENTER,0,14.168023,6.2539582,14.07270076,6.466826507,0.095322242,-0.212868307
AR,ARKANSAS CHILDREN'S HOSPITAL,0,13.748739,6.29475,14.37865244,6.32556494,-0.62991344,-0.03081494
AR,"ARKANSAS HEART HOSPITAL, LLC",0,13.155775,6.27646395,14.37865244,6.32556494,-1.22287744,-0.04910099
AR,ARKANSAS METHODIST MEDICAL CENTER,0,14.975796,6.75501155,14.37865244,6.32556494,0.59714356,0.42944661
AR,ARKANSAS SURGICAL HOSPITAL,0,13.748739,5.79777345,14.37865244,6.32556494,-0.62991344,-0.52779149
AR,ASHLEY COUNTY MEDICAL CENTER,0,14.259289,6.29475,14.37865244,6.32556494,-0.11936344,-0.03081494
AR,BAPTIST HEALTH MEDICAL CENTER HEBER SPINGS,0,13.674582,6.29475,14.37865244,6.32556494,-0.70407044,-0.03081494
AR,BAPTIST HEALTH MEDICAL CENTER NORTH LITTLE ROCK,0,14.942547,6.25183095,14.37865244,6.32556494,0.56389456,-0.07373399
AR,BAPTIST HEALTH MEDICAL CENTER-ARKADELPHIA,0,14.146072,6.29475,14.37865244,6.32556494,-0.23258044,-0.03081494
AR,BAPTIST HEALTH MEDICAL CENTER-CONWAY,0,13.748739,6.29475,14.37865244,6.32556494,-0.62991344,-0.03081494
AR,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,0,13.659283,6.26593555,14.37865244,6.32556494,-0.71936944,-0.05962939
AR,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,0,15.080528,6.43351165,14.37865244,6.32556494,0.70187556,0.10794671
AR,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,0,13.927495,6.29475,14.37865244,6.32556494,-0.45115744,-0.03081494
AR,BAXTER REGIONAL MEDICAL CENTER,0,15.35781,6.394917,14.37865244,6.32556494,0.97915756,0.06935206
AR,BRADLEY COUNTY MEDICAL CENTER,0,13.47217,6.29475,14.37865244,6.32556494,-0.90648244,-0.03081494
AR,CHAMBERS MEMORIAL HOSPITAL,0,14.060233,6.29475,14.37865244,6.32556494,-0.31841944,-0.03081494
AR,CHI ST VINCENT MORRILTON,0,13.891039,6.29475,14.37865244,6.32556494,-0.48761344,-0.03081494
AR,CHI ST. VINCENT HOSPITAL HOT SPRINGS,0,14.522082,6.688,14.37865244,6.32556494,0.14342956,0.36243506
AR,CHICOT MEMORIAL MEDICAL CENTER,0,14.2995,6.29475,14.37865244,6.32556494,-0.07915244,-0.03081494
AR,CHI-ST VINCENT INFIRMARY,0,15.904758,7.26205555,14.37865244,6.32556494,1.52610556,0.93649061
AR,CONWAY REGIONAL MEDICAL CENTER,0,14.163613,6.8577901,14.37865244,6.32556494,-0.21503944,0.53222516
AR,CROSSRIDGE COMMUNITY HOSPITAL,0,13.728019,6.29475,14.37865244,6.32556494,-0.65063344,-0.03081494
AR,DALLAS COUNTY MEDICAL CENTER,0,14.338723,6.29475,14.37865244,6.32556494,-0.03992944,-0.03081494
AR,"DE QUEEN MEDICAL CENTER, INC",0,14.471502,6.29475,14.37865244,6.32556494,0.09284956,-0.03081494
AR,DELTA MEMORIAL HOSPITAL,0,13.425104,6.29475,14.37865244,6.32556494,-0.95354844,-0.03081494
AR,"DEWITT HOSPITAL & NURSING HOME, INC",0,14.171254,6.29475,14.37865244,6.32556494,-0.20739844,-0.03081494
